Customer ID,Twitter hashtags,Social groups/likes,Social Post/month,SM check Inns/Month,Habits and Interest,Travel frequency/month
4529,,,1,3,,1
4530,Health Issue,,8,78,Smoker,8
4531,,,0,1,,0
4532,,Health Issue,5,1,Outdoor Activities,5
4533,,,7,8,,7
4534,,,23,0,,23
4535,Terriost activity,,,5,,
4536,,,0,7,Alchohol Abuse,0
4537,,Terriost activity,5,23,,5
4538,,,1,,Travelling,1
4539,,,4,0,Sports,4
4540,,spritual,8,5,,8
4541,Financial issues,,23,1,,23
4542,,,24,4,Gambling,24
4543,Criminal,,16,8,,16
4544,,,85,23,,85
4545,,Sports,0,24,Books,0
4546,Mental health,Financial issues,0,16,Travelling,0
4547,,,0,85,shopoholic,0
4548,,Criminal,2,0,,2
4549,,,4,0,,4
4550,Health Issue,,8,0,Travelling,8
4551,,Mental health,9,2,,9
4552,,,45,4,,45
4553,,,2,8,Charity,2
4554,,,4,9,,4
4555,Terriost activity,Health Issue,3,45,,3
4556,,,78,2,Online Gaming,78
4557,,,1,4,,1
4558,,,1,3,Smoker,1
4559,,,8,78,,8
4560,,Terriost activity,0,1,Outdoor Activities,0
4561,Financial issues,,5,1,,5
4562,,,7,8,,7
4563,Criminal,spritual,23,0,,23
4564,,,,5,Alchohol Abuse,
4565,,,0,7,,0
4566,Mental health,,5,23,Travelling,5
4567,,,1,,Sports,1
4568,,Sports,4,0,,4
4569,,Financial issues,8,5,,8
4570,Health Issue,,23,1,Gambling,23
4571,,Criminal,24,4,,24
4572,,,16,8,,16
4573,,Sports,85,23,Books,85
4574,,Financial issues,0,24,Travelling,0
4575,Terriost activity,,0,16,shopoholic,0
4576,,Criminal,0,85,,0
4577,,,2,0,,2
4578,,,4,0,Travelling,4
4579,,Mental health,8,0,,8
4580,,,9,2,,9
4581,Financial issues,,45,4,Charity,45
4582,,,2,8,,2
4583,Criminal,Health Issue,4,9,,4
4584,,,3,45,Online Gaming,3
4585,,,78,2,,78
4586,Mental health,,1,4,Smoker,1
4587,,,1,3,,1
4588,,,8,78,Outdoor Activities,8
4589,,Sports,0,1,,0
4590,Health Issue,Financial issues,5,1,,5
4591,,,7,8,,7
4592,,Criminal,23,0,Alchohol Abuse,23
4593,,,0,5,,0
4594,,,5,7,Travelling,5
4595,Terriost activity,Mental health,1,23,Sports,1
4596,,,4,0,,4
4597,,,8,5,,8
4598,,,23,1,Gambling,23
4599,,Health Issue,24,4,,24
4600,,,16,8,,16
4601,Financial issues,,85,23,Books,85
4602,,,0,24,Travelling,0
4603,Criminal,,0,16,shopoholic,0
4604,,Terriost activity,0,85,,0
4605,,,2,0,,2
4606,Mental health,,4,0,Travelling,4
4607,,spritual,8,0,,8
4608,,,9,2,,9
4609,,,45,4,Charity,45
4610,Health Issue,,2,8,,2
4611,,,4,9,,4
4612,,Sports,3,45,Online Gaming,3
4613,,Financial issues,78,2,,78
4614,,,1,4,,1
4615,Terriost activity,Criminal,1,3,,1
4616,,,8,78,Smoker,8
4617,,,0,1,,0
4618,,Mental health,5,1,Outdoor Activities,5
4619,,,7,8,,7
4620,,,23,0,,23
4621,Financial issues,,,5,,
4622,,Health Issue,,7,Alchohol Abuse,
4623,Criminal,,0,23,,0
4624,,,5,,Travelling,5
4625,,,1,,Sports,1
4626,Mental health,,4,0,,4
4627,,Terriost activity,8,5,,8
4628,,,23,1,Gambling,23
4629,,,24,4,,24
4630,Health Issue,spritual,16,8,,16
4631,,,85,23,Books,85
4632,,,0,24,Travelling,0
4633,,,0,16,shopoholic,0
4634,,,0,85,,0
4635,Terriost activity,Sports,2,0,,2
4636,,Financial issues,4,0,Travelling,4
4637,,,8,0,,8
4638,,Criminal,9,2,,9
4639,,,45,4,Charity,45
4640,,Sports,2,8,,2
4641,Financial issues,Financial issues,4,9,,4
4642,,,3,45,Online Gaming,3
4643,Criminal,Criminal,78,2,,78
4644,,,1,4,,1
4645,,,1,3,,1
4646,Mental health,Mental health,8,78,Smoker,8
4647,,,0,1,,0
4648,,,5,1,Outdoor Activities,5
4649,,,7,8,,7
4650,Health Issue,Health Issue,23,0,,23
4651,,,,5,,
4652,,,0,7,Alchohol Abuse,0
4653,,,5,23,,5
4654,,,1,,Travelling,1
4655,Terriost activity,Terriost activity,4,0,Sports,4
4656,,,8,5,,8
4657,,,23,1,,23
4658,,spritual,24,4,Gambling,24
4659,,,16,8,,16
4660,,,85,23,,85
4661,Financial issues,,0,24,Books,0
4662,,,0,16,Travelling,0
4663,Criminal,Sports,0,85,shopoholic,0
4664,,Financial issues,2,0,,2
4665,,,4,0,,4
4666,Mental health,Criminal,8,0,Travelling,8
4667,,,9,2,,9
4668,,,45,4,,45
4669,,Mental health,2,8,Charity,2
4670,Health Issue,,4,9,,4
4671,,,3,45,,3
4672,,,78,2,Online Gaming,78
4673,,Health Issue,1,4,,1
4674,,,1,3,,1
4675,Terriost activity,,8,78,Smoker,8
4676,,,0,1,,0
4677,,,5,1,Outdoor Activities,5
4678,,Terriost activity,7,8,,7
4679,,,23,0,,23
4680,,,0,5,,0
4681,Financial issues,spritual,5,7,Alchohol Abuse,5
4682,,,1,23,,1
4683,Criminal,,4,0,Travelling,4
4684,,,8,5,Sports,8
4685,,,23,1,,23
4686,Mental health,Sports,24,4,,24
4687,,Financial issues,16,8,Gambling,16
4688,,,85,23,,85
4689,,Criminal,0,24,,0
4690,Health Issue,,0,16,Books,0
4691,,Sports,0,85,Travelling,0
4692,,Financial issues,2,0,shopoholic,2
4693,,,4,0,,4
4694,,Criminal,8,0,,8
4695,Terriost activity,,9,2,Travelling,9
4696,,,45,4,,45
4697,,Mental health,2,8,,2
4698,,,4,9,Charity,4
4699,,,3,45,,3
4700,,,78,2,,78
4701,Financial issues,Health Issue,1,4,Online Gaming,1
4702,,,1,3,,1
4703,Criminal,,8,78,Smoker,8
4704,,,0,1,,0
4705,,,5,1,Outdoor Activities,5
4706,Mental health,,7,8,,7
4707,,Sports,23,0,,23
4708,,Financial issues,0,5,,0
4709,,,5,7,Alchohol Abuse,5
4710,Health Issue,Criminal,1,23,,1
4711,,,4,0,Travelling,4
4712,,,8,5,Sports,8
4713,,Mental health,23,1,,23
4714,,,24,4,,24
4715,Terriost activity,,16,8,Gambling,16
4716,,,85,23,,85
4717,,Health Issue,0,24,,0
4718,,,0,16,Books,0
4719,,,0,85,Travelling,0
4720,,,2,0,shopoholic,2
4721,Financial issues,,4,0,,4
4722,,Terriost activity,8,0,,8
4723,Criminal,,9,2,Travelling,9
4724,,,45,4,,45
4725,,spritual,2,8,,2
4726,Mental health,,4,9,Charity,4
4727,,,3,45,,3
4728,,,78,2,,78
4729,,,1,4,Online Gaming,1
4730,Health Issue,Sports,1,3,,1
4731,,Financial issues,8,78,Smoker,8
4732,,,0,1,,0
4733,,Criminal,5,1,Outdoor Activities,5
4734,,,7,8,,7
4735,Terriost activity,,23,0,,23
4736,,Mental health,0,5,,0
4737,,,5,7,Alchohol Abuse,5
4738,,,1,23,,1
4739,,,4,0,Travelling,4
4740,,Health Issue,8,5,Sports,8
4741,Financial issues,,23,1,,23
4742,,,24,4,,24
4743,Criminal,,16,8,Gambling,16
4744,,,85,23,,85
4745,,Terriost activity,0,24,,0
4746,Mental health,,0,16,Books,0
4747,,,0,85,Travelling,0
4748,,spritual,2,0,shopoholic,2
4749,,,4,0,,4
4750,Health Issue,,8,0,,8
4751,,,9,2,Travelling,9
4752,,,45,4,,45
4753,,Sports,2,8,,2
4754,,Financial issues,4,9,Charity,4
4755,Terriost activity,,3,45,,3
4756,,Criminal,78,2,,78
4757,,,1,4,Online Gaming,1
4758,,Sports,1,3,,1
4759,,Financial issues,8,78,Smoker,8
4760,,,0,1,,0
4761,Financial issues,Criminal,5,1,Outdoor Activities,5
4762,,,7,8,,7
4763,Criminal,,23,0,,23
4764,,Mental health,,5,,
4765,,,0,7,Alchohol Abuse,0
4766,Mental health,,5,23,,5
4767,,,1,,Travelling,1
4768,,Health Issue,4,0,Sports,4
4769,,,8,5,,8
4770,Health Issue,,23,1,,23
4771,,,24,4,Gambling,24
4772,,,16,8,,16
4773,,Terriost activity,85,23,,85
4774,,,0,24,Books,0
4775,Terriost activity,,0,16,Travelling,0
4776,,spritual,0,85,shopoholic,0
4777,,,2,0,,2
4778,,,4,0,,4
4779,,,8,0,Travelling,8
4780,,,9,2,,9
4781,Financial issues,Sports,45,4,,45
4782,,Financial issues,2,8,Charity,2
4783,Criminal,,4,9,,4
4784,,Criminal,3,45,,3
4785,,,78,2,Online Gaming,78
4786,Mental health,,1,4,,1
4787,,Mental health,1,3,Smoker,1
4788,,,8,78,,8
4789,,,0,1,Outdoor Activities,0
4790,Health Issue,,5,1,,5
4791,,Health Issue,7,8,,7
4792,,,23,0,,23
4793,,,,5,Alchohol Abuse,
4794,,,0,7,,0
4795,Terriost activity,,5,23,Travelling,5
4796,,Terriost activity,1,,Sports,1
4797,,,4,0,,4
4798,,,8,5,,8
4799,,spritual,23,1,Gambling,23
4800,,,24,4,,24
4801,Financial issues,,16,8,,16
4802,,,85,23,Books,85
4803,Criminal,,0,24,Travelling,0
4804,,Sports,0,16,shopoholic,0
4805,,Financial issues,0,85,,0
4806,Mental health,,2,0,,2
4807,,Criminal,4,0,Travelling,4
4808,,,8,0,,8
4809,,Sports,9,2,,9
4810,Health Issue,Financial issues,45,4,Charity,45
4811,,,2,8,,2
4812,,Criminal,4,9,,4
4813,,,3,45,Online Gaming,3
4814,,,78,2,,78
4815,Terriost activity,Mental health,1,4,,1
4816,,,1,3,,1
4817,,,8,78,,8
4818,,,0,1,Smoker,0
4819,,Health Issue,5,1,,5
4820,,,7,8,Outdoor Activities,7
4821,Financial issues,,23,0,,23
4822,,,,5,,
4823,Criminal,,0,7,,0
4824,,,5,23,Alchohol Abuse,5
4825,,Sports,1,,,1
4826,Mental health,Financial issues,4,0,Travelling,4
4827,,,8,5,Sports,8
4828,,Criminal,23,1,,23
4829,,,24,4,,24
4830,Health Issue,,16,8,Gambling,16
4831,,Mental health,85,23,,85
4832,,,0,24,,0
4833,,,0,16,Books,0
4834,,,0,85,Travelling,0
4835,Terriost activity,Health Issue,2,0,shopoholic,2
4836,,,4,0,,4
4837,,,8,0,,8
4838,,,9,2,Travelling,9
4839,,,45,4,,45
4840,,Terriost activity,2,8,,2
4841,Financial issues,,4,9,Charity,4
4842,,,3,45,,3
4843,Criminal,spritual,78,2,,78
4844,,,1,4,Online Gaming,1
4845,,,1,3,,1
4846,Mental health,,8,78,,8
4847,,,0,1,,0
4848,,Sports,5,1,Smoker,5
4849,,Financial issues,7,8,,7
4850,Health Issue,,23,0,Outdoor Activities,23
4851,,Criminal,,5,,
4852,,,0,7,,0
4853,,,5,23,,5
4854,,Mental health,1,,Alchohol Abuse,1
4855,Terriost activity,,4,0,,4
4856,,,8,5,Travelling,8
4857,,,23,1,Sports,23
4858,,Health Issue,24,4,,24
4859,,,16,8,,16
4860,,,85,23,Gambling,85
4861,Financial issues,,0,24,,0
4862,,,0,16,,0
4863,Criminal,Terriost activity,0,85,Books,0
4864,,,2,0,Travelling,2
4865,,,4,0,shopoholic,4
4866,Mental health,spritual,8,0,,8
4867,,,9,2,,9
4868,,,45,4,Travelling,45
4869,,,2,8,,2
4870,Health Issue,,4,9,,4
4871,,Sports,3,45,Charity,3
4872,,Financial issues,78,2,,78
4873,,,1,4,,1
4874,,Criminal,1,3,Online Gaming,1
4875,Terriost activity,,8,78,,8
4876,,Sports,0,1,,0
4877,,Financial issues,5,1,Smoker,5
4878,,,7,8,,7
4879,,Criminal,23,0,Outdoor Activities,23
4880,,,0,5,,0
4881,Financial issues,,5,7,,5
4882,,Mental health,1,23,,1
4883,Criminal,,4,0,Alchohol Abuse,4
4884,,,8,5,,8
4885,,,23,1,Travelling,23
4886,Mental health,Health Issue,24,4,Sports,24
4887,,,16,8,,16
4888,,,85,23,,85
4889,,,0,24,Gambling,0
4890,Health Issue,,0,16,,0
4891,,Terriost activity,0,85,,0
4892,,,2,0,Books,2
4893,,,4,0,Travelling,4
4894,,spritual,8,0,shopoholic,8
4895,Terriost activity,,9,2,,9
4896,,,45,4,,45
4897,,,2,8,Travelling,2
4898,,,4,9,,4
4899,,Sports,3,45,,3
4900,,Financial issues,78,2,Charity,78
4901,Financial issues,,1,4,,1
4902,,Criminal,1,3,,1
4903,Criminal,,8,78,Online Gaming,8
4904,,,0,1,,0
4905,,Mental health,5,1,Smoker,5
4906,Mental health,,7,8,,7
4907,,,23,0,Outdoor Activities,23
4908,,,,5,,
4909,,Health Issue,,7,,
4910,Health Issue,,0,23,,0
4911,,,5,,Alchohol Abuse,5
4912,,,1,,,1
4913,,,4,0,Travelling,4
4914,,Terriost activity,8,5,Sports,8
4915,Terriost activity,,23,1,,23
4916,,,24,4,,24
4917,,spritual,16,8,Gambling,16
4918,,,85,23,,85
4919,,,0,24,,0
4920,,,0,16,Books,0
4921,Financial issues,,0,85,Travelling,0
4922,,Sports,2,0,shopoholic,2
4923,Criminal,Financial issues,4,0,,4
4924,,,8,0,,8
4925,,Criminal,9,2,Travelling,9
4926,Mental health,,45,4,,45
4927,,Sports,2,8,,2
4928,,Financial issues,4,9,Charity,4
4929,,,3,45,,3
4930,Health Issue,Criminal,78,2,,78
4931,,,1,4,Online Gaming,1
4932,,,1,3,,1
4933,,Mental health,8,78,Smoker,8
4934,,,0,1,,0
4935,Terriost activity,,5,1,Outdoor Activities,5
4936,,,7,8,,7
4937,,Health Issue,23,0,,23
4938,,,,5,,
4939,,,0,7,Alchohol Abuse,0
4940,,,5,23,,5
4941,Financial issues,,1,,Travelling,1
4942,,,4,0,Sports,4
4943,Criminal,Sports,8,5,,8
4944,,Financial issues,23,1,,23
4945,,,24,4,Gambling,24
4946,Mental health,Criminal,16,8,,16
4947,,,85,23,,85
4948,,,0,24,Books,0
4949,,Mental health,0,16,Travelling,0
4950,Health Issue,,0,85,shopoholic,0
4951,,,2,0,,2
4952,,,4,0,,4
4953,,Health Issue,8,0,Travelling,8
4954,,,9,2,,9
4955,Terriost activity,,45,4,,45
4956,,,2,8,Charity,2
4957,,,4,9,,4
4958,,Terriost activity,3,45,,3
4959,,,78,2,Online Gaming,78
4960,,,1,4,,1
4961,Financial issues,spritual,1,3,Smoker,1
4962,,,8,78,,8
4963,Criminal,,0,1,Outdoor Activities,0
4964,,,5,1,,5
4965,,,7,8,,7
4966,Mental health,Sports,23,0,,23
4967,,Financial issues,0,5,Alchohol Abuse,0
4968,,,5,7,,5
4969,,Criminal,1,23,Travelling,1
4970,Health Issue,,4,0,Sports,4
4971,,,8,5,,8
4972,,Mental health,23,1,,23
4973,,,24,4,Gambling,24
4974,,,16,8,,16
4975,Terriost activity,,85,23,,85
4976,,Health Issue,0,24,Books,0
4977,,,0,16,Travelling,0
4978,,,0,85,shopoholic,0
4979,,,2,0,,2
4980,,,4,0,,4
4981,Financial issues,Terriost activity,8,0,Travelling,8
4982,,,9,2,,9
4983,Criminal,,45,4,,45
4984,,spritual,2,8,Charity,2
4985,,,4,9,,4
4986,Mental health,,3,45,,3
4987,,,78,2,Online Gaming,78
4988,,,1,4,,1
4989,,Sports,1,3,Smoker,1
4990,Health Issue,Financial issues,8,78,,8
4991,,,0,1,Outdoor Activities,0
4992,,Criminal,5,1,,5
4993,,,7,8,,7
4994,,Sports,23,0,,23
4995,Terriost activity,Financial issues,0,5,Alchohol Abuse,0
4996,,,5,7,,5
4997,,Criminal,1,23,Travelling,1
4998,,,4,0,Sports,4
4999,,,8,5,,8
5000,,Mental health,23,1,,23
5001,Financial issues,,24,4,Gambling,24
5002,,,16,8,,16
5003,Criminal,,85,23,,85
5004,,Health Issue,0,24,Books,0
5005,,,0,16,Travelling,0
5006,Mental health,,0,85,shopoholic,0
5007,,,2,0,,2
5008,,,4,0,,4
5009,,Terriost activity,8,0,Travelling,8
5010,Health Issue,,9,2,,9
5011,,,45,4,,45
5012,,spritual,2,8,Charity,2
5013,,,4,9,,4
5014,,,3,45,,3
5015,Terriost activity,,78,2,Online Gaming,78
5016,,,1,4,,1
5017,,Sports,1,3,,1
5018,,Financial issues,8,78,Smoker,8
5019,,,0,1,,0
5020,,Criminal,5,1,Outdoor Activities,5
5021,Financial issues,,7,8,,7
5022,,,23,0,,23
5023,Criminal,Mental health,0,5,,0
5024,,,5,7,Alchohol Abuse,5
5025,,,1,23,,1
5026,Mental health,,4,0,Travelling,4
5027,,Health Issue,8,5,Sports,8
5028,,,23,1,,23
5029,,,24,4,,24
5030,Health Issue,,16,8,Gambling,16
5031,,,85,23,,85
5032,,Terriost activity,0,24,,0
5033,,,0,16,Books,0
5034,,,0,85,Travelling,0
5035,Terriost activity,spritual,2,0,shopoholic,2
5036,,,4,0,,4
5037,,,8,0,,8
5038,,,9,2,Travelling,9
5039,,,45,4,,45
5040,,Sports,2,8,,2
5041,Financial issues,Financial issues,4,9,Charity,4
5042,,,3,45,,3
5043,Criminal,Criminal,78,2,,78
5044,,,1,4,Online Gaming,1
5045,,Sports,1,3,,1
5046,Mental health,Financial issues,8,78,,8
5047,,,0,1,,0
5048,,Criminal,5,1,Smoker,5
5049,,,7,8,,7
5050,Health Issue,,23,0,Outdoor Activities,23
5051,,Mental health,,5,,
5052,,,0,7,,0
5053,,,5,23,,5
5054,,,1,,Alchohol Abuse,1
5055,Terriost activity,Health Issue,4,0,,4
5056,,,8,5,Travelling,8
5057,,,23,1,Sports,23
5058,,,24,4,,24
5059,,,16,8,,16
5060,,,85,23,Gambling,85
5061,Financial issues,Sports,0,24,,0
5062,,Financial issues,0,16,,0
5063,Criminal,,0,85,Books,0
5064,,Criminal,2,0,Travelling,2
5065,,,4,0,shopoholic,4
5066,Mental health,,8,0,,8
5067,,Mental health,9,2,,9
5068,,,45,4,Travelling,45
5069,,,2,8,,2
5070,Health Issue,,4,9,,4
5071,,Health Issue,3,45,Charity,3
5072,,,78,2,,78
5073,,,1,4,,1
5074,,,1,3,Online Gaming,1
5075,Terriost activity,,8,78,,8
5076,,Terriost activity,0,1,,0
5077,,,5,1,Smoker,5
5078,,,7,8,,7
5079,,spritual,23,0,Outdoor Activities,23
5080,,,,5,,
5081,Financial issues,,0,7,,0
5082,,,5,23,,5
5083,Criminal,,1,,Alchohol Abuse,1
5084,,Sports,4,0,,4
5085,,Financial issues,8,5,Travelling,8
5086,Mental health,,23,1,Sports,23
5087,,Criminal,24,4,,24
5088,,,16,8,,16
5089,,,85,23,Gambling,85
5090,Health Issue,Mental health,0,24,,0
5091,,,0,16,,0
5092,,,0,85,Books,0
5093,,,2,0,Travelling,2
5094,,Health Issue,4,0,shopoholic,4
5095,Terriost activity,,8,0,,8
5096,,,9,2,,9
5097,,,45,4,Travelling,45
5098,,,2,8,,2
5099,,Terriost activity,4,9,,4
5100,,,3,45,Charity,3
5101,Financial issues,,78,2,,78
5102,,spritual,1,4,,1
5103,Criminal,,1,3,Online Gaming,1
5104,,,8,78,,8
5105,,,0,1,Smoker,0
5106,Mental health,,5,1,,5
5107,,Sports,7,8,Outdoor Activities,7
5108,,Financial issues,23,0,,23
5109,,,,5,,
5110,Health Issue,Criminal,0,7,,0
5111,,,5,23,Alchohol Abuse,5
5112,,Sports,1,,,1
5113,,Financial issues,4,0,Travelling,4
5114,,,8,5,Sports,8
5115,Terriost activity,Criminal,23,1,,23
5116,,,24,4,,24
5117,,,16,8,Gambling,16
5118,,Mental health,85,23,,85
5119,,,0,24,,0
5120,,,0,16,Books,0
5121,Financial issues,,0,85,Travelling,0
5122,,Health Issue,2,0,shopoholic,2
5123,Criminal,,4,0,,4
5124,,,8,0,,8
5125,,,9,2,Travelling,9
5126,Mental health,,45,4,,45
5127,,Terriost activity,2,8,,2
5128,,,4,9,Charity,4
5129,,,3,45,,3
5130,Health Issue,spritual,78,2,,78
5131,,,1,4,Online Gaming,1
5132,,,1,3,,1
5133,,,8,78,Smoker,8
5134,,,0,1,,0
5135,Terriost activity,Sports,5,1,Outdoor Activities,5
5136,,Financial issues,7,8,,7
5137,,,23,0,,23
5138,,Criminal,,5,,
5139,,,0,7,Alchohol Abuse,0
5140,,,5,23,,5
5141,Financial issues,Mental health,1,,Travelling,1
5142,,,4,0,Sports,4
5143,Criminal,,8,5,,8
5144,,,23,1,,23
5145,,Health Issue,24,4,Gambling,24
5146,Mental health,,16,8,,16
5147,,,85,23,,85
5148,,,0,24,Books,0
5149,,,0,16,Travelling,0
5150,Health Issue,Terriost activity,0,85,shopoholic,0
5151,,,2,0,,2
5152,,,4,0,,4
5153,,spritual,8,0,Travelling,8
5154,,,9,2,,9
5155,Terriost activity,,45,4,,45
5156,,,2,8,Charity,2
5157,,,4,9,,4
5158,,Sports,3,45,,3
5159,,Financial issues,78,2,Online Gaming,78
5160,,,1,4,,1
5161,Financial issues,Criminal,1,3,Smoker,1
5162,,,8,78,,8
5163,Criminal,Sports,0,1,Outdoor Activities,0
5164,,Financial issues,5,1,,5
5165,,,7,8,,7
5166,Mental health,Criminal,23,0,,23
5167,,,0,5,Alchohol Abuse,0
5168,,,5,7,,5
5169,,Mental health,1,23,Travelling,1
5170,Health Issue,,4,0,Sports,4
5171,,,8,5,,8
5172,,,23,1,,23
5173,,Health Issue,24,4,Gambling,24
5174,,,16,8,,16
5175,Terriost activity,,85,23,,85
5176,,,0,24,Books,0
5177,,,0,16,Travelling,0
5178,,,0,85,shopoholic,0
5179,,Sports,2,0,,2
5180,,Financial issues,4,0,,4
5181,Financial issues,,8,0,Travelling,8
5182,,Criminal,9,2,,9
5183,Criminal,,45,4,,45
5184,,,2,8,Charity,2
5185,,Mental health,4,9,,4
5186,Mental health,,3,45,,3
5187,,,78,2,Online Gaming,78
5188,,,1,4,,1
5189,,Health Issue,1,3,Smoker,1
5190,Health Issue,,8,78,,8
5191,,,0,1,Outdoor Activities,0
5192,,,5,1,,5
5193,,,7,8,,7
5194,,Terriost activity,23,0,,23
5195,Terriost activity,,,5,Alchohol Abuse,
5196,,,,7,,
5197,,spritual,0,23,Travelling,0
5198,,,5,,Sports,5
5199,,,1,,,1
5200,,,4,0,,4
5201,Financial issues,,8,5,Gambling,8
5202,,Sports,23,1,,23
5203,Criminal,Financial issues,24,4,,24
5204,,,16,8,Books,16
5205,,Criminal,85,23,Travelling,85
5206,Mental health,,0,24,shopoholic,0
5207,,,0,16,,0
5208,,Mental health,0,85,,0
5209,,,2,0,Travelling,2
5210,Health Issue,,4,0,,4
5211,,,8,0,,8
5212,,Health Issue,9,2,Charity,9
5213,,,45,4,,45
5214,,,2,8,,2
5215,Terriost activity,,4,9,Online Gaming,4
5216,,,3,45,,3
5217,,Terriost activity,78,2,Smoker,78
5218,,,1,4,,1
5219,,,1,3,Outdoor Activities,1
5220,,spritual,8,78,,8
5221,Financial issues,,0,1,,0
5222,,,5,1,,5
5223,Criminal,,7,8,Alchohol Abuse,7
5224,,,23,0,,23
5225,,Sports,,5,Travelling,
5226,Mental health,Financial issues,0,7,Sports,0
5227,,,5,23,,5
5228,,Criminal,1,,,1
5229,,,4,0,Gambling,4
5230,Health Issue,Sports,8,5,,8
5231,,Financial issues,23,1,,23
5232,,,24,4,Books,24
5233,,Criminal,16,8,Travelling,16
5234,,,85,23,shopoholic,85
5235,Terriost activity,,0,24,,0
5236,,Mental health,0,16,,0
5237,,,0,85,Travelling,0
5238,,,2,0,,2
5239,,,4,0,,4
5240,,Health Issue,8,0,Charity,8
5241,Financial issues,,9,2,,9
5242,,,45,4,,45
5243,Criminal,,2,8,Online Gaming,2
5244,,,4,9,,4
5245,,Terriost activity,3,45,,3
5246,Mental health,,78,2,,78
5247,,,1,4,Smoker,1
5248,,spritual,1,3,,1
5249,,,8,78,Outdoor Activities,8
5250,Health Issue,,0,1,,0
5251,,,5,1,,5
5252,,,7,8,,7
5253,,Sports,23,0,Alchohol Abuse,23
5254,,Financial issues,0,5,,0
5255,Terriost activity,,5,7,Travelling,5
5256,,Criminal,1,23,Sports,1
5257,,,4,0,,4
5258,,,8,5,,8
5259,,Mental health,23,1,Gambling,23
5260,,,24,4,,24
5261,Financial issues,,16,8,,16
5262,,,85,23,Books,85
5263,Criminal,Health Issue,0,24,Travelling,0
5264,,,0,16,shopoholic,0
5265,,,0,85,,0
5266,Mental health,,2,0,,2
5267,,,4,0,Travelling,4
5268,,Terriost activity,8,0,,8
5269,,,9,2,,9
5270,Health Issue,,45,4,Charity,45
5271,,spritual,2,8,,2
5272,,,4,9,,4
5273,,,3,45,Online Gaming,3
5274,,,78,2,,78
5275,Terriost activity,,1,4,,1
5276,,Sports,1,3,Smoker,1
5277,,Financial issues,8,78,,8
5278,,,0,1,Outdoor Activities,0
5279,,Criminal,5,1,,5
5280,,,7,8,,7
5281,Financial issues,Sports,23,0,,23
5282,,Financial issues,0,5,Alchohol Abuse,0
5283,Criminal,,5,7,,5
5284,,Criminal,1,23,Travelling,1
5285,,,4,0,Sports,4
5286,Mental health,,8,5,,8
5287,,Mental health,23,1,,23
5288,,,24,4,Gambling,24
5289,,,16,8,,16
5290,Health Issue,,85,23,,85
5291,,Health Issue,0,24,Books,0
5292,,,0,16,Travelling,0
5293,,,0,85,shopoholic,0
5294,,,2,0,,2
5295,Terriost activity,,4,0,,4
5296,,,8,0,Travelling,8
5297,,Sports,9,2,,9
5298,,Financial issues,45,4,,45
5299,,,2,8,Charity,2
5300,,Criminal,4,9,,4
5301,Financial issues,,3,45,,3
5302,,,78,2,Online Gaming,78
5303,Criminal,Mental health,1,4,,1
5304,,,1,3,Smoker,1
5305,,,8,78,,8
5306,Mental health,,0,1,Outdoor Activities,0
5307,,Health Issue,5,1,,5
5308,,,7,8,,7
5309,,,23,0,,23
5310,Health Issue,,0,5,Alchohol Abuse,0
5311,,,5,7,,5
5312,,Terriost activity,1,23,Travelling,1
5313,,,4,0,Sports,4
5314,,,8,5,,8
5315,Terriost activity,spritual,23,1,,23
5316,,,24,4,Gambling,24
5317,,,16,8,,16
5318,,,85,23,,85
5319,,,0,24,Books,0
5320,,Sports,0,16,Travelling,0
5321,Financial issues,Financial issues,0,85,shopoholic,0
5322,,,2,0,,2
5323,Criminal,Criminal,4,0,,4
5324,,,8,0,Travelling,8
5325,,,9,2,,9
5326,Mental health,Mental health,45,4,,45
5327,,,2,8,Charity,2
5328,,,4,9,,4
5329,,,3,45,,3
5330,Health Issue,Health Issue,78,2,Online Gaming,78
5331,,,1,4,,1
5332,,,1,3,Smoker,1
5333,,,8,78,,8
5334,,,0,1,Outdoor Activities,0
5335,Terriost activity,Terriost activity,5,1,,5
5336,,,7,8,,7
5337,,,23,0,,23
5338,,spritual,,5,Alchohol Abuse,
5339,,,0,7,,0
5340,,,5,23,Travelling,5
5341,Financial issues,,1,,Sports,1
5342,,,4,0,,4
5343,Criminal,Sports,8,5,,8
5344,,Financial issues,23,1,Gambling,23
5345,,,24,4,,24
5346,Mental health,Criminal,16,8,,16
5347,,,85,23,Books,85
5348,,Sports,0,24,Travelling,0
5349,,Financial issues,0,16,shopoholic,0
5350,Health Issue,,0,85,,0
5351,,Criminal,2,0,,2
5352,,,4,0,Travelling,4
5353,,,8,0,,8
5354,,Mental health,9,2,,9
5355,Terriost activity,,45,4,Charity,45
5356,,,2,8,,2
5357,,,4,9,,4
5358,,Health Issue,3,45,Online Gaming,3
5359,,,78,2,,78
5360,,,1,4,Smoker,1
5361,Financial issues,,1,3,,1
5362,,,8,78,Outdoor Activities,8
5363,Criminal,Terriost activity,0,1,,0
5364,,,5,1,,5
5365,,,7,8,,7
5366,Mental health,spritual,23,0,Alchohol Abuse,23
5367,,,,5,,
5368,,,0,7,Travelling,0
5369,,,5,23,Sports,5
5370,Health Issue,,1,,,1
5371,,Sports,4,0,,4
5372,,Financial issues,8,5,Gambling,8
5373,,,23,1,,23
5374,,Criminal,24,4,,24
