customer_id,Education,EducationField,JobRole,JobSatisfaction,MonthlyIncome,PerformanceRating,Achievement,TotalWorkingYears,YearsAtCompany,YearsInCurrentRole,MaritalStatus,DailySteps(*1000),SleepHours,DailyShouting,TimeForPassion,PlacesVisited,SocialNetwork,Smoking,Alcohol
6027,Master,Medical,Sales Executive,3,3218,3,5,19,38,5,Married,7,7,9,5,3,2,tried smoking,social drinker
6028,Bachelor,Human Resources,Manager,2,8394,2,8,39,12,18,Married,9,2,5,6,4,5,never smoked,social drinker
6029,College,Human Resources,Research Scientist,4,2134,4,2,36,18,4,Married,6,9,8,0,4,7,never smoked,social drinker
6030,Doctor,Medical,Research Scientist,3,9448,4,0,9,5,11,Married,2,6,9,10,2,7,never smoked,social drinker
6031,Below College,Other,Healthcare Representative,3,4504,4,1,32,30,18,Divorced,3,9,1,5,6,3,never smoked,social drinker
6032,Doctor,Medical,Research Director,3,4434,3,2,19,35,18,Married,1,4,7,10,2,3,current smoker,drink a lot
6033,Bachelor,Other,Research Director,1,9895,3,2,25,38,12,Divorced,10,8,1,8,5,10,former smoker,social drinker
6034,Bachelor,Marketing,Manager,3,2345,4,4,3,33,10,Married,7,4,8,5,7,4,never smoked,drink a lot
6035,Doctor,Other,Manufacturing Director,1,6732,4,9,4,11,6,Married,8,4,1,2,9,2,current smoker,drink a lot
6036,Below College,Life Sciences,Healthcare Representative,1,3301,1,5,40,13,7,Divorced,8,4,5,9,0,8,former smoker,never
6037,Below College,Other,Research Scientist,3,4505,2,10,15,6,1,Single,4,2,9,1,1,10,never smoked,drink a lot
6038,Doctor,Marketing,Sales Representative,1,4459,3,3,29,24,17,Single,5,5,0,8,7,7,current smoker,never
6039,Bachelor,Other,Laboratory Technician,2,5307,4,10,37,3,3,Divorced,8,8,6,1,7,7,tried smoking,drink a lot
6040,Bachelor,Human Resources,Human Resources,1,2422,4,9,25,35,17,Divorced,9,8,10,6,2,8,current smoker,social drinker
6041,Bachelor,Life Sciences,Manager,4,13331,3,10,21,20,8,Single,6,7,1,2,10,6,tried smoking,social drinker
6042,Bachelor,Human Resources,Research Director,4,3803,2,2,28,23,2,Married,6,2,8,6,6,7,current smoker,drink a lot
6043,Doctor,Other,Human Resources,3,5552,4,7,32,20,1,Married,3,9,3,7,3,7,current smoker,never
6044,Below College,Life Sciences,Human Resources,1,2012,2,2,20,10,9,Single,9,7,2,5,7,4,never smoked,drink a lot
6045,Bachelor,Marketing,Research Scientist,4,5666,3,2,21,21,17,Married,3,3,8,0,7,5,never smoked,never
6046,Master,Marketing,Sales Representative,1,19887,3,6,30,32,12,Married,8,5,10,3,2,6,tried smoking,social drinker
6047,Bachelor,Human Resources,Sales Executive,2,1648,1,9,9,22,10,Divorced,8,4,2,1,9,5,never smoked,social drinker
6048,Bachelor,Marketing,Sales Representative,1,6725,4,8,28,2,18,Divorced,6,4,1,3,2,7,current smoker,social drinker
6049,Doctor,Medical,Healthcare Representative,1,9970,4,9,20,17,13,Divorced,10,3,6,4,7,0,never smoked,never
6050,Below College,Marketing,Research Scientist,1,12710,4,1,31,21,12,Married,9,5,3,7,4,0,never smoked,never
6051,Doctor,Human Resources,Research Director,3,3751,3,2,40,1,18,Single,2,7,5,2,4,8,never smoked,never
6052,Below College,Human Resources,Laboratory Technician,2,3688,4,7,6,15,3,Married,8,5,8,9,2,7,never smoked,drink a lot
6053,Bachelor,Marketing,Research Director,2,6988,3,6,40,24,3,Divorced,9,6,1,1,2,0,tried smoking,never
6054,College,Other,Manager,1,6511,1,2,18,33,15,Divorced,9,10,0,10,4,2,never smoked,never
6055,Below College,Other,Manufacturing Director,1,15364,2,10,10,34,2,Married,6,5,9,3,1,8,tried smoking,never
6056,College,Human Resources,Research Scientist,2,5452,3,0,29,21,8,Single,7,3,1,4,9,2,current smoker,drink a lot
6057,Below College,Human Resources,Sales Representative,4,4885,3,3,19,16,3,Divorced,7,3,10,8,8,4,former smoker,drink a lot
6058,Master,Marketing,Manufacturing Director,2,1704,1,4,17,31,2,Single,1,6,7,0,6,6,current smoker,drink a lot
6059,Doctor,Human Resources,Manager,2,4373,3,7,15,32,0,Married,3,2,8,9,7,1,former smoker,drink a lot
6060,College,Marketing,Sales Executive,4,1851,3,4,2,18,4,Divorced,10,8,5,4,6,7,tried smoking,never
6061,College,Life Sciences,Human Resources,2,14940,4,4,2,1,5,Single,9,8,5,7,6,1,former smoker,drink a lot
6062,Bachelor,Human Resources,Healthcare Representative,4,16986,4,6,23,24,4,Single,6,2,3,9,0,5,never smoked,never
6063,College,Human Resources,Sales Executive,4,1502,1,1,12,17,16,Married,1,5,7,1,0,2,former smoker,drink a lot
6064,Below College,Marketing,Research Director,2,4073,3,5,24,23,9,Married,8,8,5,5,9,10,tried smoking,drink a lot
6065,Bachelor,Human Resources,Sales Representative,3,2276,1,0,37,16,3,Divorced,9,3,4,7,10,2,never smoked,never
6066,Bachelor,Life Sciences,Sales Representative,4,6197,1,8,14,6,6,Single,9,3,5,8,0,8,tried smoking,never
6067,Master,Medical,Manager,4,4286,4,1,29,12,2,Married,9,5,1,1,0,9,current smoker,drink a lot
6068,Master,Life Sciences,Research Director,4,9051,4,6,20,11,10,Single,2,9,0,7,9,2,never smoked,social drinker
6069,Bachelor,Marketing,Research Director,4,2959,4,3,36,0,16,Married,6,2,9,9,8,9,current smoker,social drinker
6070,Master,Medical,Sales Executive,3,6849,2,4,19,2,8,Single,1,5,0,8,2,5,former smoker,drink a lot
6071,Bachelor,Other,Sales Representative,4,14772,4,0,22,11,5,Married,7,6,5,9,8,9,former smoker,social drinker
6072,College,Marketing,Manager,2,1564,3,6,11,15,13,Married,5,5,10,4,9,3,never smoked,drink a lot
6073,Bachelor,Marketing,Research Director,4,15404,1,5,13,28,7,Single,1,6,6,1,6,5,never smoked,social drinker
6074,Master,Medical,Research Director,1,3738,1,1,22,30,14,Married,3,4,7,5,1,3,tried smoking,never
6075,Bachelor,Life Sciences,Sales Representative,2,2062,4,6,29,39,18,Married,7,8,10,2,0,1,current smoker,drink a lot
6076,Doctor,Marketing,Research Director,2,5409,2,7,5,34,5,Single,5,2,4,7,3,5,tried smoking,social drinker
6077,Doctor,Medical,Laboratory Technician,2,6262,1,2,6,15,0,Divorced,9,10,6,9,4,5,never smoked,never
6078,College,Life Sciences,Manager,3,3220,2,5,24,6,18,Single,5,5,10,5,8,6,current smoker,social drinker
6079,Master,Marketing,Healthcare Representative,3,3930,3,9,25,9,10,Married,7,8,3,7,2,5,never smoked,drink a lot
6080,Bachelor,Medical,Manager,3,7113,3,0,12,25,17,Single,10,9,0,5,6,8,never smoked,drink a lot
6081,Doctor,Other,Sales Representative,4,16080,1,4,28,35,7,Single,8,7,5,2,7,8,tried smoking,drink a lot
6082,College,Medical,Manufacturing Director,4,6129,1,4,37,9,17,Married,3,7,3,2,8,3,never smoked,social drinker
6083,Doctor,Life Sciences,Research Director,1,10921,1,1,16,9,8,Single,10,10,8,1,0,8,former smoker,never
6084,Doctor,Human Resources,Manufacturing Director,1,1696,1,9,28,16,16,Single,2,9,0,1,3,6,tried smoking,drink a lot
6085,Below College,Medical,Research Director,4,1774,3,1,6,21,2,Single,10,6,5,5,8,9,never smoked,social drinker
6086,Doctor,Life Sciences,Manager,2,1709,3,6,40,10,6,Divorced,6,8,10,9,6,6,former smoker,social drinker
6087,Bachelor,Human Resources,Research Director,3,2779,1,4,5,9,2,Married,6,4,4,8,7,5,current smoker,never
6088,Doctor,Life Sciences,Healthcare Representative,2,1141,3,0,33,32,9,Single,6,9,4,9,3,4,former smoker,never
6089,Below College,Marketing,Manager,2,2777,3,3,37,19,0,Single,9,6,1,3,0,2,former smoker,social drinker
6090,Doctor,Life Sciences,Healthcare Representative,3,6731,2,10,21,10,12,Single,10,2,5,5,2,10,current smoker,social drinker
6091,Master,Human Resources,Manufacturing Director,1,11426,4,5,3,12,4,Single,4,3,9,4,3,8,tried smoking,social drinker
6092,Doctor,Other,Manager,2,1402,4,7,32,33,3,Single,2,10,8,5,0,10,former smoker,social drinker
6093,Master,Life Sciences,Sales Representative,4,2020,3,5,33,29,5,Divorced,9,6,4,1,10,7,current smoker,never
6094,Doctor,Life Sciences,Research Scientist,4,4609,2,3,16,0,11,Single,5,3,10,2,3,4,tried smoking,social drinker
6095,Bachelor,Life Sciences,Sales Representative,1,4985,4,9,28,27,18,Divorced,7,3,3,0,7,9,former smoker,drink a lot
6096,Master,Life Sciences,Laboratory Technician,2,12667,2,1,22,12,18,Divorced,5,9,10,5,8,0,former smoker,never
6097,Doctor,Marketing,Research Director,4,17418,2,8,24,22,8,Divorced,3,3,0,3,7,4,never smoked,drink a lot
6098,Master,Marketing,Manufacturing Director,4,9210,4,7,15,27,12,Married,9,6,9,4,5,8,never smoked,social drinker
6099,College,Marketing,Sales Representative,1,4409,3,4,23,17,9,Married,8,5,9,5,9,10,tried smoking,drink a lot
6100,Master,Other,Laboratory Technician,4,4996,2,0,32,21,4,Divorced,7,7,0,9,2,6,former smoker,social drinker
6101,Bachelor,Medical,Healthcare Representative,3,4591,3,8,22,16,16,Married,10,7,1,9,2,5,current smoker,social drinker
6102,Master,Marketing,Sales Representative,4,3662,2,2,33,23,7,Married,8,3,5,5,9,7,tried smoking,social drinker
6103,Doctor,Medical,Manager,4,2206,1,8,34,10,6,Married,10,9,5,1,3,10,current smoker,social drinker
6104,Below College,Medical,Sales Executive,1,5517,4,10,14,24,5,Divorced,10,10,7,3,3,7,current smoker,social drinker
6105,Doctor,Life Sciences,Research Director,2,3290,3,3,26,17,2,Married,8,6,8,8,7,2,tried smoking,social drinker
6106,Doctor,Marketing,Research Scientist,1,8023,4,1,7,0,6,Single,9,7,2,1,3,9,former smoker,social drinker
6107,Master,Other,Sales Representative,3,5169,3,8,18,22,3,Single,6,2,8,10,10,0,tried smoking,never
6108,Below College,Marketing,Laboratory Technician,3,10998,1,1,17,13,13,Married,3,9,6,2,10,1,former smoker,drink a lot
6109,Bachelor,Life Sciences,Human Resources,4,7572,2,7,24,21,11,Divorced,3,10,5,7,0,10,current smoker,never
6110,Doctor,Other,Manager,3,7997,1,10,2,31,12,Divorced,3,9,1,10,10,1,former smoker,never
6111,Below College,Marketing,Sales Executive,1,10223,3,6,9,39,13,Divorced,5,4,2,1,8,5,former smoker,drink a lot
6112,Below College,Medical,Research Director,2,9255,1,6,22,6,2,Married,1,5,4,5,1,2,former smoker,never
6113,College,Marketing,Healthcare Representative,2,2489,2,5,8,35,5,Single,10,9,9,5,2,8,current smoker,social drinker
6114,Bachelor,Human Resources,Laboratory Technician,4,3006,2,5,12,10,9,Married,3,7,6,8,7,0,former smoker,drink a lot
6115,Below College,Medical,Manager,3,4280,1,10,1,34,15,Single,1,3,3,0,2,10,former smoker,never
6116,Below College,Other,Laboratory Technician,2,9963,1,6,30,6,14,Divorced,1,5,9,2,9,0,tried smoking,social drinker
6117,College,Other,Laboratory Technician,1,12569,1,8,20,28,5,Single,3,4,10,6,4,8,current smoker,never
6118,Below College,Human Resources,Human Resources,4,4549,2,8,22,5,10,Divorced,10,6,3,4,5,8,former smoker,social drinker
6119,College,Marketing,Healthcare Representative,1,1781,3,4,22,2,1,Married,1,6,10,0,3,10,never smoked,never
6120,College,Human Resources,Manager,4,7409,2,7,18,1,8,Single,6,6,5,4,1,9,current smoker,never
6121,Doctor,Life Sciences,Laboratory Technician,4,9017,3,9,39,23,3,Single,1,3,5,4,8,10,never smoked,drink a lot
6122,Master,Marketing,Laboratory Technician,1,4322,1,7,22,29,18,Single,1,2,4,8,10,2,never smoked,drink a lot
6123,Below College,Marketing,Manager,4,16845,4,6,36,40,3,Single,1,8,6,9,0,5,tried smoking,drink a lot
6124,Below College,Human Resources,Human Resources,2,3785,4,8,34,18,2,Divorced,8,5,10,6,3,5,former smoker,never
6125,Doctor,Marketing,Laboratory Technician,1,4902,3,5,13,32,0,Divorced,3,3,10,1,5,8,former smoker,social drinker
6126,Master,Life Sciences,Research Scientist,3,4969,1,1,5,11,13,Single,3,4,0,8,7,5,tried smoking,drink a lot
6127,Bachelor,Human Resources,Sales Executive,2,9616,2,2,31,34,2,Single,5,6,7,2,6,6,current smoker,drink a lot
6128,Bachelor,Other,Research Director,1,13997,3,4,20,5,14,Married,4,2,1,6,7,9,tried smoking,never
6129,College,Human Resources,Manufacturing Director,3,14175,2,10,4,10,5,Single,6,3,10,0,7,10,former smoker,drink a lot
6130,Master,Marketing,Research Scientist,4,2742,2,3,26,30,14,Single,3,7,7,9,4,8,current smoker,social drinker
6131,Bachelor,Other,Human Resources,1,9492,1,5,13,11,15,Divorced,9,3,1,2,7,5,former smoker,drink a lot
6132,Bachelor,Marketing,Sales Representative,1,8933,3,0,5,24,3,Divorced,5,4,10,2,2,4,current smoker,social drinker
6133,Bachelor,Life Sciences,Healthcare Representative,2,11095,2,5,30,19,17,Single,5,10,8,5,1,10,tried smoking,social drinker
6134,Doctor,Life Sciences,Laboratory Technician,2,4408,3,0,3,33,7,Divorced,9,5,3,1,7,5,never smoked,never
6135,Master,Life Sciences,Sales Representative,3,4558,4,4,26,21,7,Single,6,3,9,5,9,6,current smoker,social drinker
6136,College,Other,Research Scientist,3,3947,2,5,33,2,17,Divorced,2,5,8,3,8,10,current smoker,never
6137,Bachelor,Other,Laboratory Technician,3,7005,2,3,3,33,5,Single,2,4,5,8,9,6,current smoker,social drinker
6138,Doctor,Medical,Human Resources,1,4409,2,5,32,15,13,Divorced,5,9,8,8,2,7,tried smoking,drink a lot
6139,Master,Other,Manager,1,4871,4,8,26,40,12,Divorced,8,4,6,9,6,4,current smoker,social drinker
6140,Bachelor,Medical,Manager,4,13232,2,0,17,16,18,Divorced,5,9,0,8,8,7,never smoked,drink a lot
6141,College,Human Resources,Laboratory Technician,2,1256,2,7,29,23,15,Divorced,2,4,4,3,9,4,tried smoking,drink a lot
6142,Master,Life Sciences,Sales Executive,1,7073,1,0,30,31,3,Divorced,8,9,10,7,4,4,current smoker,never
6143,Doctor,Other,Sales Representative,2,3074,2,10,35,18,16,Married,7,8,4,6,1,5,current smoker,social drinker
6144,Doctor,Human Resources,Sales Executive,1,1308,1,9,9,11,13,Divorced,4,8,7,6,10,7,tried smoking,never
6145,Bachelor,Other,Manufacturing Director,1,18888,2,0,10,4,17,Single,2,9,5,6,9,7,former smoker,social drinker
6146,Below College,Medical,Manufacturing Director,4,11014,3,8,7,14,9,Married,4,5,4,6,5,10,tried smoking,drink a lot
6147,College,Other,Manufacturing Director,4,19121,2,9,11,3,4,Divorced,8,2,5,2,0,7,current smoker,never
6148,Doctor,Other,Manager,3,2425,2,5,5,13,15,Divorced,3,10,5,5,6,4,current smoker,social drinker
6149,College,Marketing,Human Resources,2,14707,4,9,40,11,13,Married,4,2,6,3,9,10,former smoker,social drinker
6150,Bachelor,Life Sciences,Manager,2,4826,3,9,13,21,6,Married,10,2,3,7,10,3,never smoked,social drinker
6151,Bachelor,Marketing,Laboratory Technician,3,9746,2,10,2,4,7,Single,7,9,5,6,6,8,never smoked,drink a lot
6152,Master,Medical,Human Resources,4,3215,3,3,10,1,12,Single,4,3,5,5,2,2,never smoked,never
6153,Master,Other,Healthcare Representative,1,1211,3,5,37,23,2,Married,4,5,6,2,9,10,former smoker,social drinker
6154,Below College,Marketing,Sales Representative,1,9688,1,1,25,31,18,Single,1,7,9,0,4,5,current smoker,never
6155,Below College,Human Resources,Research Director,3,1004,3,4,32,28,4,Single,2,8,8,4,9,1,former smoker,never
6156,College,Marketing,Research Director,2,1312,3,2,5,15,11,Single,7,5,2,8,0,3,former smoker,social drinker
6157,Below College,Marketing,Research Director,3,2141,2,10,33,19,16,Married,4,4,8,0,3,10,tried smoking,drink a lot
6158,College,Medical,Human Resources,1,2989,3,5,36,32,11,Married,4,5,10,7,5,3,former smoker,never
6159,Bachelor,Human Resources,Human Resources,4,8717,4,0,36,34,3,Divorced,9,3,8,5,7,4,never smoked,social drinker
6160,College,Medical,Sales Executive,1,2919,4,9,40,38,16,Divorced,5,10,6,5,7,5,never smoked,drink a lot
6161,Master,Human Resources,Human Resources,2,4283,3,7,38,19,9,Divorced,2,5,0,3,4,0,current smoker,never
6162,Below College,Human Resources,Manager,1,13606,4,10,21,7,6,Married,7,3,8,10,10,8,former smoker,drink a lot
6163,College,Marketing,Research Scientist,3,6202,4,2,1,17,15,Divorced,3,5,0,2,6,8,tried smoking,drink a lot
6164,Master,Marketing,Manufacturing Director,1,19165,3,6,11,40,11,Divorced,8,6,1,4,7,9,tried smoking,drink a lot
6165,Bachelor,Life Sciences,Research Scientist,2,10419,2,1,15,25,17,Single,6,8,7,10,8,8,current smoker,social drinker
6166,Doctor,Human Resources,Research Director,4,4611,3,0,15,19,1,Single,10,2,4,1,6,2,former smoker,drink a lot
6167,Bachelor,Human Resources,Laboratory Technician,2,1016,3,9,10,26,9,Divorced,1,4,8,2,8,8,tried smoking,social drinker
6168,Bachelor,Marketing,Research Scientist,3,1235,2,4,11,11,15,Divorced,5,2,3,8,5,4,former smoker,drink a lot
6169,College,Marketing,Research Scientist,2,2458,3,1,14,23,1,Single,4,5,7,8,1,0,current smoker,never
6170,College,Other,Human Resources,2,4730,3,10,40,6,8,Divorced,6,9,10,7,5,5,former smoker,social drinker
6171,Bachelor,Marketing,Laboratory Technician,1,4060,2,9,30,33,17,Married,9,3,6,7,9,1,never smoked,drink a lot
6172,Below College,Life Sciences,Healthcare Representative,1,8749,4,10,5,13,5,Divorced,9,10,3,9,6,3,tried smoking,social drinker
6173,Master,Other,Laboratory Technician,2,4279,3,3,21,31,15,Single,4,2,4,0,2,1,tried smoking,never
6174,College,Human Resources,Research Director,2,1549,3,6,5,36,18,Divorced,1,7,0,2,0,10,former smoker,never
6175,Below College,Marketing,Healthcare Representative,1,9211,2,3,33,33,5,Divorced,9,8,6,4,9,10,former smoker,social drinker
6176,Below College,Other,Sales Representative,2,3110,3,3,27,0,0,Married,4,2,4,2,5,0,never smoked,social drinker
6177,Master,Human Resources,Laboratory Technician,1,8861,2,6,12,31,0,Divorced,4,3,0,4,2,1,tried smoking,social drinker
6178,Doctor,Human Resources,Sales Representative,3,4303,3,0,32,7,15,Divorced,4,7,6,5,6,3,tried smoking,never
6179,Bachelor,Life Sciences,Sales Representative,4,12283,4,9,14,4,5,Divorced,8,9,7,4,3,5,tried smoking,drink a lot
6180,Below College,Medical,Research Director,4,7556,2,7,18,3,8,Single,4,9,9,4,6,7,tried smoking,drink a lot
6181,College,Human Resources,Manager,3,6740,4,0,9,37,3,Single,9,9,6,8,6,5,tried smoking,drink a lot
6182,Below College,Marketing,Healthcare Representative,1,13490,1,0,19,30,10,Married,2,8,9,3,0,6,tried smoking,never
6183,Doctor,Marketing,Research Scientist,4,15262,1,8,7,33,16,Divorced,1,4,2,10,2,8,current smoker,never
6184,Master,Medical,Manufacturing Director,1,3569,4,5,3,33,0,Married,1,4,8,3,4,2,current smoker,social drinker
6185,Below College,Life Sciences,Manufacturing Director,1,16873,2,0,2,14,15,Single,10,6,5,9,7,3,never smoked,never
6186,College,Marketing,Manager,1,2644,4,8,10,40,8,Single,5,7,2,9,3,6,current smoker,drink a lot
6187,Bachelor,Marketing,Research Director,4,7881,2,2,28,21,0,Single,6,5,6,10,4,3,tried smoking,never
6188,Bachelor,Human Resources,Human Resources,2,3287,4,5,14,38,17,Single,9,6,5,0,2,6,current smoker,drink a lot
6189,Bachelor,Human Resources,Sales Representative,3,2157,4,10,3,32,0,Married,10,9,10,6,7,8,never smoked,drink a lot
6190,Bachelor,Other,Manufacturing Director,4,18483,2,8,17,16,15,Divorced,9,2,5,4,4,6,tried smoking,social drinker
6191,Below College,Human Resources,Manufacturing Director,1,8363,4,2,15,26,1,Divorced,1,10,3,8,3,5,tried smoking,never
6192,Bachelor,Marketing,Laboratory Technician,3,3682,2,0,6,33,10,Married,4,7,6,1,10,2,former smoker,social drinker
6193,Master,Other,Research Scientist,1,4688,4,0,32,11,18,Married,4,4,4,7,1,3,never smoked,never
6194,College,Life Sciences,Human Resources,1,8288,2,7,12,20,2,Married,3,4,10,10,2,5,never smoked,drink a lot
6195,Bachelor,Human Resources,Research Director,4,2508,4,4,22,2,5,Married,2,5,3,7,5,3,current smoker,drink a lot
6196,College,Life Sciences,Healthcare Representative,3,12827,2,9,23,27,13,Single,8,4,10,1,6,3,never smoked,drink a lot
6197,Bachelor,Marketing,Human Resources,3,2098,4,3,9,33,14,Divorced,6,5,7,1,9,0,former smoker,never
6198,Below College,Other,Healthcare Representative,1,17978,1,4,13,24,13,Married,10,4,4,10,0,5,current smoker,social drinker
6199,College,Medical,Research Scientist,1,14414,3,0,37,12,1,Married,7,4,1,6,5,1,current smoker,drink a lot
6200,Master,Other,Healthcare Representative,1,2096,1,3,22,4,8,Married,7,10,7,1,4,5,never smoked,never
6201,Doctor,Marketing,Research Director,2,1088,3,5,18,16,5,Divorced,8,4,6,1,7,7,current smoker,drink a lot
6202,Doctor,Other,Research Scientist,2,1266,4,5,5,40,15,Divorced,4,2,6,7,2,5,former smoker,never
6203,Master,Marketing,Manager,2,3839,4,5,23,0,1,Divorced,8,3,1,6,7,8,former smoker,social drinker
6204,Below College,Life Sciences,Manufacturing Director,3,1226,1,3,28,12,0,Single,9,7,4,9,6,2,never smoked,social drinker
6205,Doctor,Life Sciences,Healthcare Representative,1,1934,3,8,3,23,14,Married,4,6,0,6,8,7,never smoked,never
6206,College,Other,Research Scientist,3,1983,4,2,15,1,9,Divorced,6,2,6,0,7,6,current smoker,drink a lot
6207,Master,Medical,Research Scientist,4,7879,2,3,24,40,2,Married,7,10,1,1,6,8,current smoker,social drinker
6208,Bachelor,Human Resources,Research Director,2,15073,2,7,15,23,16,Divorced,7,3,5,2,0,6,former smoker,social drinker
6209,Bachelor,Medical,Sales Executive,2,3680,3,0,12,19,9,Divorced,4,8,6,0,6,4,never smoked,social drinker
6210,Bachelor,Other,Human Resources,4,2996,4,3,9,4,4,Divorced,8,5,0,10,5,5,current smoker,drink a lot
6211,College,Medical,Sales Representative,2,7916,1,8,17,25,10,Divorced,2,10,7,0,3,8,tried smoking,never
6212,Bachelor,Marketing,Manufacturing Director,1,3213,2,6,33,31,10,Divorced,8,8,1,4,9,7,tried smoking,social drinker
6213,Master,Other,Sales Representative,3,1278,4,7,11,30,15,Divorced,3,7,2,3,9,2,current smoker,drink a lot
6214,College,Human Resources,Human Resources,2,12452,2,6,26,37,4,Married,8,10,10,6,10,8,current smoker,social drinker
6215,College,Marketing,Manager,2,7594,3,4,5,32,16,Married,2,3,7,2,4,3,former smoker,never
6216,College,Human Resources,Research Director,1,2219,1,5,1,19,11,Single,4,7,4,3,3,6,never smoked,drink a lot
6217,Master,Other,Manager,4,5879,1,0,35,16,14,Divorced,6,8,7,9,7,3,tried smoking,social drinker
6218,College,Medical,Research Scientist,1,4967,3,8,5,19,10,Single,6,3,6,7,1,8,former smoker,social drinker
6219,Master,Human Resources,Healthcare Representative,3,15353,3,9,20,10,6,Married,6,5,0,2,2,7,former smoker,never
6220,Below College,Medical,Human Resources,4,1098,3,7,39,7,7,Married,6,7,9,1,8,1,tried smoking,never
6221,College,Marketing,Human Resources,3,4714,3,7,31,14,17,Single,1,6,7,3,0,8,former smoker,never
6222,Below College,Marketing,Manager,1,1404,2,5,30,34,4,Single,4,2,4,6,4,7,current smoker,drink a lot
6223,Master,Medical,Research Director,3,3271,2,8,32,3,17,Divorced,9,10,10,7,0,9,current smoker,social drinker
6224,Master,Other,Human Resources,2,1727,1,5,28,38,11,Single,2,8,6,4,1,5,tried smoking,never
6225,Master,Human Resources,Healthcare Representative,4,10805,1,6,38,0,12,Divorced,3,2,8,4,5,7,never smoked,drink a lot
6226,Below College,Human Resources,Human Resources,1,19443,2,1,27,19,10,Divorced,8,6,8,8,9,2,tried smoking,drink a lot
6227,Doctor,Marketing,Research Director,1,9668,3,9,23,9,5,Divorced,2,7,9,9,0,1,former smoker,never
6228,Below College,Marketing,Sales Executive,2,16370,2,4,24,1,5,Married,9,2,5,1,6,8,former smoker,social drinker
6229,Master,Marketing,Research Scientist,1,9705,3,0,1,1,17,Single,9,7,2,7,5,9,tried smoking,never
6230,Below College,Marketing,Laboratory Technician,1,3794,2,1,15,4,8,Married,3,8,9,3,3,4,former smoker,drink a lot
6231,College,Life Sciences,Research Scientist,1,6621,4,2,23,29,2,Single,6,2,2,2,1,6,former smoker,social drinker
6232,Doctor,Human Resources,Sales Representative,2,3238,1,0,33,4,13,Single,3,5,8,10,7,8,former smoker,never
6233,Master,Marketing,Research Director,1,17794,2,3,10,27,14,Divorced,7,4,0,7,2,5,tried smoking,social drinker
6234,Bachelor,Other,Laboratory Technician,2,2061,1,0,18,20,11,Married,6,7,3,10,5,5,current smoker,never
6235,Master,Marketing,Research Director,1,5664,2,5,17,33,18,Married,8,4,7,1,2,7,current smoker,social drinker
6236,Bachelor,Life Sciences,Sales Executive,4,5823,1,3,18,5,8,Married,5,6,1,7,3,4,current smoker,social drinker
6237,Below College,Other,Human Resources,3,7590,1,8,15,21,14,Married,2,4,4,7,3,0,never smoked,social drinker
6238,College,Human Resources,Manufacturing Director,1,3951,3,1,17,27,10,Single,4,2,6,7,4,6,current smoker,drink a lot
6239,Doctor,Marketing,Healthcare Representative,2,3087,1,8,15,33,8,Divorced,6,6,7,5,10,4,current smoker,never
6240,College,Marketing,Healthcare Representative,4,6014,3,2,15,17,17,Divorced,5,3,1,8,3,3,current smoker,never
6241,Below College,Marketing,Human Resources,3,3902,3,8,40,15,7,Single,9,6,1,1,6,5,never smoked,social drinker
6242,College,Human Resources,Healthcare Representative,3,2790,1,5,28,21,1,Divorced,1,7,0,3,9,5,current smoker,drink a lot
6243,Master,Marketing,Manufacturing Director,3,16982,2,5,21,20,1,Single,6,3,10,5,10,7,never smoked,never
6244,College,Life Sciences,Manufacturing Director,1,4045,3,5,7,8,8,Single,5,2,7,9,10,5,current smoker,never
6245,Doctor,Other,Manufacturing Director,4,10969,4,2,15,22,5,Married,8,9,6,6,9,1,tried smoking,never
6246,College,Life Sciences,Research Scientist,3,7886,1,6,36,5,15,Married,10,9,0,8,5,6,current smoker,never
6247,Master,Marketing,Human Resources,3,18117,3,6,18,22,0,Married,7,6,1,7,9,10,tried smoking,social drinker
6248,Bachelor,Other,Research Scientist,1,15520,1,1,9,6,15,Divorced,9,9,10,10,1,1,current smoker,social drinker
6249,Doctor,Medical,Laboratory Technician,1,4138,1,9,3,29,18,Single,8,9,8,10,3,3,never smoked,social drinker
6250,Doctor,Marketing,Sales Representative,1,1792,3,7,7,39,10,Divorced,9,2,0,9,8,9,tried smoking,drink a lot
6251,Doctor,Other,Human Resources,3,11591,3,9,22,5,14,Single,6,5,5,8,4,4,tried smoking,social drinker
6252,College,Marketing,Research Scientist,3,8230,2,4,10,15,12,Married,7,10,0,1,10,9,never smoked,social drinker
6253,Doctor,Life Sciences,Laboratory Technician,4,4551,4,8,24,17,4,Single,6,5,4,3,8,10,never smoked,drink a lot
6254,Below College,Medical,Healthcare Representative,4,1079,3,0,39,23,17,Divorced,5,9,8,8,10,9,tried smoking,never
6255,Below College,Marketing,Research Scientist,3,19764,1,9,9,12,7,Single,7,4,4,9,4,0,never smoked,social drinker
6256,Doctor,Other,Sales Executive,4,7463,3,7,8,33,13,Single,3,7,6,5,4,4,former smoker,never
6257,Master,Human Resources,Sales Executive,1,11889,1,8,1,0,8,Divorced,1,5,7,5,4,3,former smoker,drink a lot
6258,Below College,Marketing,Research Director,1,4105,3,3,39,29,18,Married,6,10,2,1,1,7,former smoker,social drinker
6259,Doctor,Other,Manager,3,7879,2,5,33,31,13,Divorced,10,5,5,1,0,6,never smoked,never
